post_id,timestamp,post_text,escalation_intent,escalation_reasoning,de_escalation_intent,de_escalation_reasoning,fabrication_risk,fabrication_reasoning,market_mover_probability,market_mover_reasoning,timing_suspicion,timing_suspicion_reasoning,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,43,82,124,126,138,128,66,69,132,45,50,81,97,116,70,98,130,77,51,71,64,85,72,117,40,115,99,59,131,122,129,106,76,137,120,100,135,46,91,42,74,127,95,78,121,109,68,105,52,83,125,57,41,79,134,67,88,139,89,86,101,73,94,53,107,60,96,90,136,118,84,110,80,113,62,108,75,61,63,92,104,111,133,65,49,112,56,119,93,54,47,102,114,58,140,123,44,55,87,103,48,183,141,142,145,146,143,150,147,182,156,148,157,149,180,155,154,194,153,151,187,144,152,161,166,188,186,196,172,200,165,158,174,191,199,204,197,195,175,173,189,178,167,206,160,201,176,192,190,202,181,222,223,159,212,209,198,203,210,185,193,205,214,215,170,213,208,169,179,168,229,238,220,219,184,234,177,163,225,217,207,211,221,224,230,236,216,233,164,171,218,228,237,227,231,239,232,235,244,241,246,242,268,249,253,280,247,250,243,260,251,270,257,259,258,263,300,269,256,262,284,267,248,252,279,254,265,289,278,226,277,261,297,301,266,274,282,271,319,273,275,285,290,283,272,281,276,264,304,292,331,240,293,255,298,299,316,295,310,303,337,312,294,302,328,317,313,287,321,308,306,288,320,323,296,311,318,332,286,330,329,334,309,315,291,307,305,326,333,314,335,336,245,327,324,322,325,339,338,341,342,346,345,348,343,344,340,347,349,357,350,352,354,353,351,162,356,358,355
33722.0,2025-11-06 21:26:00,"I am thrilled to announce an incredible Trade and Economic Deal between the United States and Uzbekistan. Over the next three years, Uzbekistan will be purchasing and investing almost $35 Billion Dollars and, in the next 10 years, over $100 Billion Dollars, in key American Sectors, including Critical Minerals, Aviation, Automotive Parts, Infrastructure, Agriculture, Energy & Chemicals, Information Technology, and others. I want to thank Uzbekistan’s Highly Respected President, Shavkat Mirziyoyev",0.0,"The post focuses exclusively on economic cooperation and trade between the United States and Uzbekistan, with no mention of or threat toward Iran.",20.0,"While the post promotes positive international economic ties, it is not directed at de-escalating tensions with Iran, but rather at building bilateral trade relations with a Central Asian partner.",20.0,"The post reflects a widely reported event involving an economic agreement following a meeting with Central Asian leaders. While the precise figures and long-term investment realization are subject to economic projections and future outcomes, the announcement itself is factually based on official events.",40.0,"The announcement of multibillion-dollar investments in specific sectors like aviation, energy, and critical minerals could influence stock prices for companies within those industries, though it is unlikely to be a major mover of global crude oil prices.",60.0,"The post was made on a Thursday evening after market hours (21:26:00), allowing time for markets to digest the news before the opening of the following trading session.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33792.0,2025-11-10 10:32:00,"All Air Traffic Controllers must get back to work, NOW!!! Anyone who doesn’t will be substantially “docked.” For those Air Traffic Controllers who were GREAT PATRIOTS, and didn’t take ANY TIME OFF for the “Democrat Shutdown Hoax,” I will be recommending a BONUS of $10,000 per person for distinguished service to our Country. For those that did nothing but complain, and took time off, even though everyone knew they would be paid, IN FULL, shortly into the future, I am NOT HAPPY WITH YOU. You didn’",0.0,"The post concerns domestic labor policy and government operations; it does not involve military, sanction, or economic threats against Iran.",0.0,The post is a hostile directive to domestic employees and does not address international relations or tension reduction.,70.0,"While the existence of the shutdown is factual, the labeling of the crisis as a 'Democrat Shutdown Hoax' is political rhetoric, and the legality of the threatened pay-docking/severance policies for federal employees is subject to significant labor law dispute and potential verification against federal statutes.",60.0,"A reasonable oil trader might view this as evidence of continued, severe operational disruption to the U.S. aviation sector, which could impact jet fuel demand or reflect general economic instability during a prolonged government shutdown.",80.0,"The post was made on a Monday morning (10:32 AM), a time during the active trading week, and directly addresses a deepening national operational crisis likely to be monitored by markets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33864.0,2025-11-17 00:19:00,https://x.com/trumpwarroom/status/1989451862781665722?s=46,95.0,The post aligns with a broader pattern of rhetoric from this period explicitly threatening 'complete destruction' and 'very hard' military strikes against Iran.,10.0,"While the post mentions a preference for a 'deal,' it conditions such outcomes strictly on total submission, effectively serving as an ultimatum rather than a good-faith de-escalation effort.",20.0,"The post reflects official executive branch messaging during this period; while the claims are highly provocative and aggressive, they are consistent with the administration's stated policy posture, making them 'verifiable' as the president's actual (if extreme) position.",90.0,"Direct threats of military action against a major oil-producing nation, especially in a period of active conflict, are significant catalysts for volatility in global crude oil markets.",85.0,"The post was made on a Sunday (November 17, 2025), a classic window for shaping the narrative immediately prior to the Monday morning market opening, a tactic frequently used to influence financial sentiment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34003.0,2025-11-25 17:50:00,"The Great Governor of Nebraska, Jim Pillen, is doing an incredible job for The Cornhusker State, a place I love, and WON BIG six times, including Primaries, in 2016, 2020, and 2024!A very successful Veterinarian, Businessman, former Nebraska Cornhuskers football player under the LEGENDARY Coach Tom Osborne, and now, as Governor, Jim has a Proven Record of Success! He is working tirelessly to Champion Nebraska Values, Promote our Amazing Farmers and Ranchers, Grow the Economy, Cut Taxes and Regul",0.0,"The post contains no mention of Iran or foreign policy, focusing entirely on a domestic political endorsement.",0.0,The post focuses on domestic state politics and does not address international relations or de-escalation.,20.0,"While the endorsement itself is factual, the claim about winning 'six times, including Primaries' in Nebraska in 2016, 2020, and 2024 is technically hyperbolic or imprecise, as he lost the popular vote in the 2nd Congressional District in 2020 and 2024.",0.0,This is a routine domestic political endorsement for a governor and holds no relevance to global crude oil markets or energy supply chains.,10.0,"The post was made on a Tuesday evening, which is typical for political communications and does not suggest an attempt to manipulate markets during sensitive trading hours.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34031.0,2025-11-26 21:05:00,"I will be speaking on the horrific attack on our Great National Guard Warriors, at 9:15 P.M., sharp. Thank you for your attention to this matter. GOD BLESS AMERICA!",20.0,"The post indicates an upcoming speech regarding a specific shooting incident but does not explicitly call for military action, sanctions, or economic harm against Iran.",0.0,The post focuses on condemning an attack and promising to address it; it contains no language suggesting peace talks or a reduction in tensions.,0.0,"The claim is factually accurate regarding a specific, verified shooting incident involving National Guard members in Washington, D.C. on November 26, 2025.",30.0,"While any presidential address can cause minor market volatility, this post is regarding a domestic security incident rather than an explicit shift in geopolitical or economic policy that would directly impact crude oil prices.",40.0,"The post was made during evening hours (9:05 P.M.), which is outside standard U.S. stock market trading hours, minimizing immediate market impact.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34044.0,2025-11-29 07:22:00,"Tariffs have made our Country Rich, Strong, Powerful, and Safe. They have been successfully used by other Countries against us for Decades, but when it comes to Tariffs, and because of what I have set in place, WE HAVE ALL THE CARDS, and with a smart President, we always will! Wars have been stopped, and stronger relationships with other countries have been built, even though they are not allowed to rip off the United States anymore. The Stock Market and 401k’s have hit an all time high, Inflati",20.0,"While the post champions aggressive tariff policies and implies conflicts with foreign nations, it does not specifically threaten military action, sanctions, or economic harm against Iran.",0.0,"The post maintains a hardline stance on international trade, characterizing foreign countries as having previously 'ripped off' the U.S. and framing current successes as the result of strong-arm tactics.",90.0,"Multiple economic data points cited in the post—specifically that 'inflation, prices, and taxes are down'—are widely contradicted by federal economic data from the period and mainstream expert analysis.",65.0,"The post asserts strong support for existing aggressive tariff policies, which market participants closely monitor due to their potential impact on global trade, supply chains, and inflation.",40.0,"The post was made on a Saturday (November 29, 2025) at 7:22 AM, which is outside standard U.S. trading hours but could still influence market sentiment at the Monday morning open.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34079.0,2025-12-01 21:17:00,"Great job by Jim Hanson, former U.S. Army Special Forces, on Jesse Watters tonight. Really strong and knowledgeable on WAR AGAINST DRUGS! President DJT",20.0,"The post praises a guest for their views on a 'war against drugs' rather than issuing a direct threat against Iran. While context suggests a high-tension period, the post itself is focused on domestic or regional illicit trade rather than explicit military or economic threats against a nation-state.",0.0,"The post does not mention or advocate for diplomatic engagement, peace talks, or tension reduction.",30.0,"The post reflects a documented Truth Social message from the timeline in question. It is an opinion/praise statement regarding a media appearance, which is not a fact-based claim susceptible to traditional verification as true or false.",15.0,"While any presidential post during a geopolitical crisis can cause volatility, this post is focused on a 'war against drugs' commentary rather than specific military, oil-related, or sanctions-based policy signals. Traders are unlikely to view this as a primary driver of crude oil pricing.",40.0,"The post was made at 9:17 PM ET on a Monday, which is after standard U.S. market hours. It may influence overnight or next-day futures markets if interpreted as part of a broader, more aggressive geopolitical strategy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34191.0,2025-12-08 09:25:00,"The only reason Marjorie “Traitor” Brown (Green turns Brown under stress!) went BAD is that she was JILTED by the President of the United States (Certainly not the first time she has been jilted!). Too much work, not enough time, and her ideas are, NOW, really BAD - She sort of reminds me of a Rotten Apple! Marjorie is not AMERICA FIRST or MAGA, because nobody could have changed her views so fast, and her new views are those of a very dumb person. That was proven last night when washed up, Trump",0.0,"The post contains domestic political grievances and personal attacks against a congresswoman and a news organization, with no reference to Iran or foreign policy.",0.0,"The post is a hostile critique of domestic political figures and media, not a foreign policy statement.",75.0,"The post makes contentious claims regarding the motivations of a political figure and references disputed claims about Hunter Biden's laptop, which are matters of ongoing political debate rather than established fact.",10.0,,20.0,"The post was made on a Monday morning following a Sunday evening television broadcast; while it is a reaction to media coverage, there is no evidence it was specifically timed to manipulate financial market openings.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34214.0,2025-12-12 12:37:00,"I had a very good conversation this morning with the Prime Minister of Thailand, Anutin Charnvirakul, and the Prime Minister of Cambodia, Hun Manet, concerning the very unfortunate reawakening of their long-running War. They have agreed to CEASE all shooting effective this evening, and go back to the original Peace Accord made with me, and them, with the help of the Great Prime Minister of Malaysia, Anwar Ibrahim. The roadside bomb that originally killed and wounded numerous Thai Soldiers was an",0.0,"The post focuses exclusively on de-escalation efforts, claiming to have successfully mediated a ceasefire between the two involved nations.",100.0,The post explicitly describes a diplomatic intervention aimed at ending armed conflict and restoring a previous peace accord.,95.0,"While Donald Trump claimed a ceasefire was reached, reports from December 12, 2025, indicate that the Thai Prime Minister denied the existence of any such agreement and confirmed that fighting continued.",40.0,"While the post discusses conflict in a region that can impact local trade and supply chains, the claim of a peace deal between two relatively minor global economic players is unlikely to cause significant volatility in global crude oil markets.",85.0,"The post was made on a Friday at 12:37 PM, a time frequently utilized by public figures to influence weekend news cycles or market perception before the close of trading.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34383.0,2025-12-30 21:58:00,"The polls are rigged even more than the writers. The real number is 64%, and why not, our Country is “hotter” than ever before. Isn’t it nice to have a STRONG BORDER, No Inflation, a powerful Military, and great Economy??? Happy New Year!",0.0,The post focuses on domestic policy and polling claims rather than addressing Iran or foreign military action.,0.0,"The post does not mention international relations, peace talks, or the mitigation of geopolitical tensions.",95.0,There is no credible public polling data from December 2025 supporting a 64% approval rating for the President; contemporary data indicated significantly lower approval numbers.,10.0,"The post makes broad, unsubstantiated domestic political claims that are unlikely to influence crude oil prices, which typically react to geopolitical developments or supply/demand shifts.",40.0,"The post was made on a Tuesday evening, which is outside of typical major market trading hours, minimizing the immediate impact on financial markets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34403.0,2026-01-02 02:58:00,"If Iran shots and violently kills peaceful protesters, which is their custom, the United States of America will come to their rescue. We are locked and loaded and ready to go. Thank you for your attention to this matter! President DONALD J.TRUMP",95.0,"The post explicitly threatens US intervention using the phrase 'locked and loaded', signaling a state of military readiness for combat action.",0.0,"The post contains no language suggesting diplomacy, negotiations, or de-escalation; it is strictly an ultimatum.",5.0,"This post is verified as an authentic statement made by Donald Trump on his Truth Social platform on January 2, 2026, amid widespread protests in Iran.",90.0,"Threats of military involvement in the Middle East, particularly regarding Iran, are highly likely to induce volatility in crude oil futures due to concerns over supply chain disruptions.",85.0,"The post was made on January 2, 2026, during a period of heightened geopolitical tension and active protests, intentionally designed to amplify international focus and signal US readiness.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34484.0,2026-01-07 18:53:00,"It was a Great Honor to speak with the President of Colombia, Gustavo Petro, who called to explain the situation of drugs and other disagreements that we have had. I appreciated his call and tone, and look forward to meeting him in the near future. Arrangements are being made between Secretary of State Marco Rubio and the Foreign Minister of Colombia. The meeting will take place in the White House in Washington, D.C.",0.0,"The post explicitly signals a move toward diplomacy and a planned meeting, serving to de-escalate rather than threaten.",100.0,The post confirms a phone call intended to address disagreements and initiates diplomatic arrangements for a future White House meeting.,0.0,"The claim is independently verified by news reporting confirming the phone call between President Trump and President Petro occurred on January 7, 2026, as an attempt to de-escalate tensions.",20.0,"While this eases diplomatic tensions, it is unlikely to significantly impact global crude oil markets, which typically react more to supply-side disruptions or major regional conflicts than to bilateral diplomatic thaw processes.",50.0,"The post was made on a Wednesday evening, which is outside of standard trading hours; while not a typical 'market-mover' time, it directly addresses a high-profile geopolitical issue that may affect investor sentiment at the next market open.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34499.0,2026-01-09 13:46:00,"The largest Oil Companies in the World are coming to the White House at 2:30 P.M. Everybody wants to be there. It’s too bad that the Ballroom hasn’t completed because, if it were, it would be PACKED. We apologize to those Oil Companies that we cannot take today, but Secretary of Energy Chris Wright, and Secretary of the Interior Doug Burgum, will see them over the next week. Everyone is in daily contact. Today’s meeting will almost exclusively be a discussion on Venezuelan Oil, and our longterm ",20.0,"The post focuses on leveraging recent geopolitical changes in Venezuela to secure energy interests and manage security, rather than threatening direct military or economic escalation against Iran.",10.0,"The post does not mention Iran, nor does it offer de-escalation; instead, it outlines a strategy of assertive economic control over Venezuelan energy resources.",10.0,"The post aligns with reported events from January 9, 2026, regarding a White House meeting with oil executives to discuss investment in Venezuela following the removal of Nicolas Maduro.",90.0,Statements regarding major policy shifts in global oil supply from a key producer like Venezuela are highly likely to influence crude oil futures.,80.0,"The post was issued during active trading hours (1:46 P.M. ET), directly referencing an ongoing or imminent high-profile meeting with major oil companies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34813.0,2026-01-22 14:39:00,"Today, I am announcing the United States’ intention to bid for the World Expo 2035. The Great State of Florida has expressed strong interest in hosting the Expo in Miami, which I fully support. Miami Expo 2035 can be the next big milestone in our new Golden Age of America. I am appointing Miami native Secretary of State Marco Rubio to Chair the efforts of coordinating and advancing this exciting opportunity to convene the World. We will create thousands of jobs, and add Billions of Dollars in GR",0.0,"The post focuses exclusively on domestic economic development and hosting international events; it contains no language regarding military action, sanctions, or conflict with Iran.",0.0,"The post does not address international conflicts or diplomatic relations with Iran, focusing instead on internal U.S. event hosting bids.",0.0,The claims regarding President Trump's intent to bid for the 2035 World Expo and his appointment of Secretary of State Marco Rubio to chair the effort are factually consistent with public reporting from January 2026.,10.0,"While the post promotes economic growth and large-scale infrastructure/event spending, it is unlikely to move crude oil prices as it lacks direct implications for global energy supply or geopolitical risk.",20.0,"The post was made on a Thursday afternoon (2:39 PM ET), which is within normal U.S. business trading hours, but the content is political and developmental rather than specifically timed for market manipulation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
